po_id,order_date,region,distributor_id,distributor_tier,total_order_value,order_status,deferral_reason,expected_delivery_date
PO-DIST-1384,2025-10-13,NA-Central,DIST-TEXAS-COMMERCIAL,TIER_1_STRATEGIC,284848.0,FULFILLED,,2025-10-23
PO-DIST-1385,2025-10-13,NA-West,DIST-PACIFIC-LOGISTICS,TIER_1_STRATEGIC,431597.0,FULFILLED,,2025-10-28
PO-DIST-1386,2025-10-13,NA-West,DIST-CAL-ENTERPRISE,TIER_1_STRATEGIC,408626.0,FULFILLED,,2025-10-28
PO-DIST-1387,2025-10-15,NA-East,DIST-APEX-EAST,TIER_1_STRATEGIC,378729.0,FULFILLED,,2025-11-04
PO-DIST-1388,2025-10-15,NA-East,DIST-MIDATL-SUPPLY,TIER_1_STRATEGIC,238464.0,SUBMITTED,,2025-11-03
PO-DIST-1389,2025-10-15,NA-East,DIST-COASTAL-WHOLESALE,TIER_2_REGIONAL,81098.0,FULFILLED,,2025-11-01
PO-DIST-1390,2025-10-15,NA-Central,DIST-MIDWEST-DIRECT,TIER_1_STRATEGIC,301622.0,FULFILLED,,2025-11-05
PO-DIST-1391,2025-10-15,NA-Central,DIST-TEXAS-COMMERCIAL,TIER_1_STRATEGIC,272970.0,FULFILLED,,2025-10-29
PO-DIST-1392,2025-10-15,NA-West,DIST-PACIFIC-LOGISTICS,TIER_1_STRATEGIC,249025.0,FULFILLED,,2025-11-02
PO-DIST-1393,2025-10-15,NA-West,DIST-CAL-ENTERPRISE,TIER_1_STRATEGIC,210775.0,FULFILLED,,2025-11-02
PO-DIST-1394,2025-10-17,NA-East,DIST-APEX-EAST,TIER_1_STRATEGIC,197476.0,FULFILLED,,2025-10-31
PO-DIST-1395,2025-10-17,NA-East,DIST-MIDATL-SUPPLY,TIER_1_STRATEGIC,378734.0,FULFILLED,,2025-10-27
PO-DIST-1396,2025-10-17,NA-East,DIST-EMPIRE-IND,TIER_1_STRATEGIC,434397.0,FULFILLED,,2025-11-01
PO-DIST-1397,2025-10-17,NA-East,DIST-SUNBELT-PARTS,TIER_2_REGIONAL,70938.0,SUBMITTED,,2025-11-06
PO-DIST-1398,2025-10-17,NA-East,DIST-TRI-STATE-OPS,TIER_3_LOCAL,105010.0,FULFILLED,,2025-10-29
PO-DIST-1399,2025-10-17,NA-Central,DIST-MIDWEST-DIRECT,TIER_1_STRATEGIC,256534.0,FULFILLED,,2025-11-03
PO-DIST-1400,2025-10-17,NA-Central,DIST-GREATLAKES-SUPPLY,TIER_2_REGIONAL,75483.0,FULFILLED,,2025-11-05
PO-DIST-1401,2025-10-17,NA-Central,DIST-TEXAS-COMMERCIAL,TIER_1_STRATEGIC,364989.0,FULFILLED,,2025-10-31
PO-DIST-1402,2025-10-17,NA-West,DIST-PACIFIC-LOGISTICS,TIER_1_STRATEGIC,315679.0,FULFILLED,,2025-11-07
PO-DIST-1403,2025-10-17,NA-West,DIST-CAL-ENTERPRISE,TIER_1_STRATEGIC,273253.0,FULFILLED,,2025-11-05
PO-DIST-1404,2025-10-17,NA-West,DIST-MOUNTAIN-PARTS,TIER_2_REGIONAL,137160.0,FULFILLED,,2025-11-05
PO-DIST-1405,2025-10-20,NA-East,DIST-APEX-EAST,TIER_1_STRATEGIC,252025.0,FULFILLED,,2025-10-30
PO-DIST-1406,2025-10-20,NA-East,DIST-MIDATL-SUPPLY,TIER_1_STRATEGIC,317310.0,FULFILLED,,2025-11-08
PO-DIST-1407,2025-10-20,NA-East,DIST-EMPIRE-IND,TIER_1_STRATEGIC,264770.0,FULFILLED,,2025-11-02
PO-DIST-1408,2025-10-20,NA-East,DIST-COASTAL-WHOLESALE,TIER_2_REGIONAL,60056.0,FULFILLED,,2025-11-09
PO-DIST-1409,2025-10-20,NA-East,DIST-SUNBELT-PARTS,TIER_2_REGIONAL,87161.0,FULFILLED,,2025-11-01
PO-DIST-1410,2025-10-20,NA-Central,DIST-MIDWEST-DIRECT,TIER_1_STRATEGIC,477044.0,FULFILLED,,2025-11-03
PO-DIST-1411,2025-10-20,NA-Central,DIST-GREATLAKES-SUPPLY,TIER_2_REGIONAL,60261.0,FULFILLED,,2025-11-09
PO-DIST-1412,2025-10-20,NA-Central,DIST-TEXAS-COMMERCIAL,TIER_1_STRATEGIC,350697.0,FULFILLED,,2025-11-06
PO-DIST-1413,2025-10-20,NA-West,DIST-PACIFIC-LOGISTICS,TIER_1_STRATEGIC,309842.0,FULFILLED,,2025-11-04
PO-DIST-1414,2025-10-20,NA-West,DIST-CAL-ENTERPRISE,TIER_1_STRATEGIC,221962.0,FULFILLED,,2025-11-02
PO-DIST-1415,2025-10-22,NA-East,DIST-APEX-EAST,TIER_1_STRATEGIC,372401.0,FULFILLED,,2025-11-10
PO-DIST-1416,2025-10-22,NA-East,DIST-MIDATL-SUPPLY,TIER_1_STRATEGIC,377201.0,FULFILLED,,2025-11-07
PO-DIST-1417,2025-10-22,NA-East,DIST-EMPIRE-IND,TIER_1_STRATEGIC,215197.0,FULFILLED,,2025-11-10
PO-DIST-1418,2025-10-22,NA-East,DIST-COASTAL-WHOLESALE,TIER_2_REGIONAL,112153.0,FULFILLED,,2025-11-04
PO-DIST-1419,2025-10-22,NA-East,DIST-TRI-STATE-OPS,TIER_3_LOCAL,126980.0,FULFILLED,,2025-11-09
PO-DIST-1420,2025-10-22,NA-Central,DIST-MIDWEST-DIRECT,TIER_1_STRATEGIC,365284.0,FULFILLED,,2025-11-09
PO-DIST-1421,2025-10-22,NA-Central,DIST-TEXAS-COMMERCIAL,TIER_1_STRATEGIC,279346.0,FULFILLED,,2025-11-05
PO-DIST-1422,2025-10-22,NA-West,DIST-PACIFIC-LOGISTICS,TIER_1_STRATEGIC,342727.0,FULFILLED,,2025-11-03
PO-DIST-1423,2025-10-22,NA-West,DIST-CAL-ENTERPRISE,TIER_1_STRATEGIC,231449.0,FULFILLED,,2025-11-08
PO-DIST-1424,2025-10-24,NA-East,DIST-APEX-EAST,TIER_1_STRATEGIC,320401.0,FULFILLED,,2025-11-14
PO-DIST-1425,2025-10-24,NA-East,DIST-MIDATL-SUPPLY,TIER_1_STRATEGIC,251526.0,FULFILLED,,2025-11-05
PO-DIST-1426,2025-10-24,NA-East,DIST-COASTAL-WHOLESALE,TIER_2_REGIONAL,61964.0,FULFILLED,,2025-11-07
PO-DIST-1427,2025-10-24,NA-Central,DIST-MIDWEST-DIRECT,TIER_1_STRATEGIC,229669.0,FULFILLED,,2025-11-08
PO-DIST-1428,2025-10-24,NA-Central,DIST-TEXAS-COMMERCIAL,TIER_1_STRATEGIC,429471.0,FULFILLED,,2025-11-13
PO-DIST-1429,2025-10-24,NA-West,DIST-PACIFIC-LOGISTICS,TIER_1_STRATEGIC,382660.0,FULFILLED,,2025-11-13
PO-DIST-1430,2025-10-24,NA-West,DIST-CAL-ENTERPRISE,TIER_1_STRATEGIC,254994.0,FULFILLED,,2025-11-07
PO-DIST-1431,2025-10-24,NA-West,DIST-MOUNTAIN-PARTS,TIER_2_REGIONAL,88750.0,FULFILLED,,2025-11-12
PO-DIST-1432,2025-10-27,NA-East,DIST-APEX-EAST,TIER_1_STRATEGIC,326920.0,FULFILLED,,2025-11-08
PO-DIST-1433,2025-10-27,NA-East,DIST-COASTAL-WHOLESALE,TIER_2_REGIONAL,113367.0,FULFILLED,,2025-11-09
PO-DIST-1434,2025-10-27,NA-Central,DIST-MIDWEST-DIRECT,TIER_1_STRATEGIC,200220.0,FULFILLED,,2025-11-06
PO-DIST-1435,2025-10-27,NA-Central,DIST-GREATLAKES-SUPPLY,TIER_2_REGIONAL,130470.0,FULFILLED,,2025-11-07
PO-DIST-1436,2025-10-27,NA-Central,DIST-TEXAS-COMMERCIAL,TIER_1_STRATEGIC,373866.0,FULFILLED,,2025-11-08
PO-DIST-1437,2025-10-27,NA-West,DIST-PACIFIC-LOGISTICS,TIER_1_STRATEGIC,439121.0,FULFILLED,,2025-11-13
PO-DIST-1438,2025-10-27,NA-West,DIST-CAL-ENTERPRISE,TIER_1_STRATEGIC,329798.0,FULFILLED,,2025-11-11
PO-DIST-1439,2025-10-27,NA-West,DIST-MOUNTAIN-PARTS,TIER_2_REGIONAL,159410.0,FULFILLED,,2025-11-10
PO-DIST-1440,2025-10-29,NA-East,DIST-APEX-EAST,TIER_1_STRATEGIC,321106.0,FULFILLED,,2025-11-15
PO-DIST-1441,2025-10-29,NA-East,DIST-MIDATL-SUPPLY,TIER_1_STRATEGIC,329212.0,FULFILLED,,2025-11-09
PO-DIST-1442,2025-10-29,NA-East,DIST-EMPIRE-IND,TIER_1_STRATEGIC,420040.0,FULFILLED,,2025-11-17
PO-DIST-1443,2025-10-29,NA-Central,DIST-MIDWEST-DIRECT,TIER_1_STRATEGIC,397536.0,FULFILLED,,2025-11-09
PO-DIST-1444,2025-10-29,NA-Central,DIST-GREATLAKES-SUPPLY,TIER_2_REGIONAL,123993.0,FULFILLED,,2025-11-13
PO-DIST-1445,2025-10-29,NA-Central,DIST-TEXAS-COMMERCIAL,TIER_1_STRATEGIC,312094.0,FULFILLED,,2025-11-17
PO-DIST-1446,2025-10-29,NA-West,DIST-PACIFIC-LOGISTICS,TIER_1_STRATEGIC,189556.0,FULFILLED,,2025-11-17
PO-DIST-1447,2025-10-29,NA-West,DIST-CAL-ENTERPRISE,TIER_1_STRATEGIC,301768.0,FULFILLED,,2025-11-09
PO-DIST-1448,2025-10-29,NA-West,DIST-MOUNTAIN-PARTS,TIER_2_REGIONAL,86296.0,FULFILLED,,2025-11-13
PO-DIST-1449,2025-10-31,NA-East,DIST-APEX-EAST,TIER_1_STRATEGIC,395337.0,FULFILLED,,2025-11-17
PO-DIST-1450,2025-10-31,NA-East,DIST-EMPIRE-IND,TIER_1_STRATEGIC,316426.0,FULFILLED,,2025-11-13
PO-DIST-1451,2025-10-31,NA-East,DIST-COASTAL-WHOLESALE,TIER_2_REGIONAL,115785.0,FULFILLED,,2025-11-17
PO-DIST-1452,2025-10-31,NA-East,DIST-SUNBELT-PARTS,TIER_2_REGIONAL,74687.0,FULFILLED,,2025-11-16
PO-DIST-1453,2025-10-31,NA-Central,DIST-MIDWEST-DIRECT,TIER_1_STRATEGIC,468875.0,FULFILLED,,2025-11-16
PO-DIST-1454,2025-10-31,NA-Central,DIST-GREATLAKES-SUPPLY,TIER_2_REGIONAL,131673.0,SUBMITTED,,2025-11-15
PO-DIST-1455,2025-10-31,NA-West,DIST-CAL-ENTERPRISE,TIER_1_STRATEGIC,245011.0,FULFILLED,,2025-11-15
PO-DIST-1456,2025-10-31,NA-West,DIST-MOUNTAIN-PARTS,TIER_2_REGIONAL,92046.0,FULFILLED,,2025-11-19
PO-DIST-1457,2025-11-03,NA-East,DIST-APEX-EAST,TIER_1_STRATEGIC,406072.0,FULFILLED,,2025-11-13
PO-DIST-1458,2025-11-03,NA-East,DIST-MIDATL-SUPPLY,TIER_1_STRATEGIC,206768.0,FULFILLED,,2025-11-20
PO-DIST-1459,2025-11-03,NA-East,DIST-EMPIRE-IND,TIER_1_STRATEGIC,245960.0,FULFILLED,,2025-11-22
PO-DIST-1460,2025-11-03,NA-East,DIST-COASTAL-WHOLESALE,TIER_2_REGIONAL,150400.0,FULFILLED,,2025-11-19
PO-DIST-1461,2025-11-03,NA-East,DIST-TRI-STATE-OPS,TIER_3_LOCAL,93882.0,FULFILLED,,2025-11-15
PO-DIST-1462,2025-11-03,NA-Central,DIST-MIDWEST-DIRECT,TIER_1_STRATEGIC,396148.0,FULFILLED,,2025-11-18
PO-DIST-1463,2025-11-03,NA-West,DIST-PACIFIC-LOGISTICS,TIER_1_STRATEGIC,256084.0,FULFILLED,,2025-11-24
PO-DIST-1464,2025-11-03,NA-West,DIST-CAL-ENTERPRISE,TIER_1_STRATEGIC,271187.0,FULFILLED,,2025-11-19
PO-DIST-1465,2025-11-05,NA-East,DIST-APEX-EAST,TIER_1_STRATEGIC,392016.0,FULFILLED,,2025-11-15
PO-DIST-1466,2025-11-05,NA-East,DIST-EMPIRE-IND,TIER_1_STRATEGIC,367113.0,FULFILLED,,2025-11-17
PO-DIST-1467,2025-11-05,NA-East,DIST-COASTAL-WHOLESALE,TIER_2_REGIONAL,73802.0,FULFILLED,,2025-11-22
PO-DIST-1468,2025-11-05,NA-Central,DIST-MIDWEST-DIRECT,TIER_1_STRATEGIC,187983.0,FULFILLED,,2025-11-23
PO-DIST-1469,2025-11-05,NA-Central,DIST-TEXAS-COMMERCIAL,TIER_1_STRATEGIC,431732.0,FULFILLED,,2025-11-20
PO-DIST-1470,2025-11-05,NA-West,DIST-CAL-ENTERPRISE,TIER_1_STRATEGIC,309399.0,FULFILLED,,2025-11-16
PO-DIST-1471,2025-11-07,NA-East,DIST-APEX-EAST,TIER_1_STRATEGIC,235305.0,FULFILLED,,2025-11-26
PO-DIST-1472,2025-11-07,NA-East,DIST-MIDATL-SUPPLY,TIER_1_STRATEGIC,232806.0,SUBMITTED,,2025-11-28
PO-DIST-1473,2025-11-07,NA-East,DIST-EMPIRE-IND,TIER_1_STRATEGIC,277812.0,FULFILLED,,2025-11-27
PO-DIST-1474,2025-11-07,NA-East,DIST-TRI-STATE-OPS,TIER_3_LOCAL,144242.0,FULFILLED,,2025-11-26
PO-DIST-1475,2025-11-07,NA-Central,DIST-MIDWEST-DIRECT,TIER_1_STRATEGIC,202250.0,FULFILLED,,2025-11-22
PO-DIST-1476,2025-11-07,NA-Central,DIST-GREATLAKES-SUPPLY,TIER_2_REGIONAL,90379.0,FULFILLED,,2025-11-17
PO-DIST-1477,2025-11-07,NA-Central,DIST-TEXAS-COMMERCIAL,TIER_1_STRATEGIC,235984.0,FULFILLED,,2025-11-26
PO-DIST-1478,2025-11-07,NA-West,DIST-PACIFIC-LOGISTICS,TIER_1_STRATEGIC,358365.0,SUBMITTED,,2025-11-25
PO-DIST-1479,2025-11-07,NA-West,DIST-CAL-ENTERPRISE,TIER_1_STRATEGIC,397242.0,FULFILLED,,2025-11-24
PO-DIST-1480,2025-11-10,NA-East,DIST-MIDATL-SUPPLY,TIER_1_STRATEGIC,340283.0,FULFILLED,,2025-11-21
PO-DIST-1481,2025-11-10,NA-East,DIST-EMPIRE-IND,TIER_1_STRATEGIC,406979.0,FULFILLED,,2025-12-01
PO-DIST-1482,2025-11-10,NA-East,DIST-SUNBELT-PARTS,TIER_2_REGIONAL,62827.0,FULFILLED,,2025-11-27
PO-DIST-1483,2025-11-10,NA-Central,DIST-MIDWEST-DIRECT,TIER_1_STRATEGIC,241541.0,FULFILLED,,2025-12-01
PO-DIST-1484,2025-11-10,NA-Central,DIST-GREATLAKES-SUPPLY,TIER_2_REGIONAL,71031.0,FULFILLED,,2025-11-20
PO-DIST-1485,2025-11-10,NA-Central,DIST-TEXAS-COMMERCIAL,TIER_1_STRATEGIC,447340.0,FULFILLED,,2025-11-25
PO-DIST-1486,2025-11-10,NA-West,DIST-PACIFIC-LOGISTICS,TIER_1_STRATEGIC,232726.0,FULFILLED,,2025-11-23
PO-DIST-1487,2025-11-10,NA-West,DIST-CAL-ENTERPRISE,TIER_1_STRATEGIC,354517.0,FULFILLED,,2025-11-28
PO-DIST-1488,2025-11-12,NA-East,DIST-APEX-EAST,TIER_1_STRATEGIC,342675.0,FULFILLED,,2025-11-23
PO-DIST-1489,2025-11-12,NA-East,DIST-MIDATL-SUPPLY,TIER_1_STRATEGIC,382698.0,FULFILLED,,2025-11-29
PO-DIST-1490,2025-11-12,NA-East,DIST-TRI-STATE-OPS,TIER_3_LOCAL,142455.0,FULFILLED,,2025-12-01
PO-DIST-1491,2025-11-12,NA-Central,DIST-MIDWEST-DIRECT,TIER_1_STRATEGIC,249292.0,FULFILLED,,2025-11-22
PO-DIST-1492,2025-11-12,NA-Central,DIST-GREATLAKES-SUPPLY,TIER_2_REGIONAL,109211.0,FULFILLED,,2025-11-23
PO-DIST-1493,2025-11-12,NA-West,DIST-PACIFIC-LOGISTICS,TIER_1_STRATEGIC,361645.0,FULFILLED,,2025-11-26
PO-DIST-1494,2025-11-12,NA-West,DIST-CAL-ENTERPRISE,TIER_1_STRATEGIC,320416.0,FULFILLED,,2025-11-26
PO-DIST-1495,2025-11-14,NA-East,DIST-APEX-EAST,TIER_1_STRATEGIC,325226.0,FULFILLED,,2025-12-01
PO-DIST-1496,2025-11-14,NA-East,DIST-MIDATL-SUPPLY,TIER_1_STRATEGIC,235438.0,FULFILLED,,2025-12-04
PO-DIST-1497,2025-11-14,NA-East,DIST-EMPIRE-IND,TIER_1_STRATEGIC,360021.0,FULFILLED,,2025-11-28
PO-DIST-1498,2025-11-14,NA-East,DIST-COASTAL-WHOLESALE,TIER_2_REGIONAL,142216.0,FULFILLED,,2025-12-02
PO-DIST-1499,2025-11-14,NA-Central,DIST-MIDWEST-DIRECT,TIER_1_STRATEGIC,354521.0,FULFILLED,,2025-11-29
PO-DIST-1500,2025-11-14,NA-Central,DIST-GREATLAKES-SUPPLY,TIER_2_REGIONAL,67917.0,FULFILLED,,2025-11-27
PO-DIST-1501,2025-11-14,NA-Central,DIST-TEXAS-COMMERCIAL,TIER_1_STRATEGIC,195523.0,FULFILLED,,2025-11-28
PO-DIST-1502,2025-11-14,NA-West,DIST-PACIFIC-LOGISTICS,TIER_1_STRATEGIC,380297.0,FULFILLED,,2025-11-28
PO-DIST-1503,2025-11-14,NA-West,DIST-CAL-ENTERPRISE,TIER_1_STRATEGIC,315641.0,FULFILLED,,2025-11-24
PO-DIST-1504,2025-11-14,NA-West,DIST-MOUNTAIN-PARTS,TIER_2_REGIONAL,159683.0,FULFILLED,,2025-12-04
PO-DIST-1505,2025-11-17,NA-East,DIST-APEX-EAST,TIER_1_STRATEGIC,276232.0,FULFILLED,,2025-12-05
PO-DIST-1506,2025-11-17,NA-East,DIST-MIDATL-SUPPLY,TIER_1_STRATEGIC,251801.0,FULFILLED,,2025-12-02
PO-DIST-1507,2025-11-17,NA-East,DIST-EMPIRE-IND,TIER_1_STRATEGIC,360724.0,FULFILLED,,2025-11-30
PO-DIST-1508,2025-11-17,NA-Central,DIST-GREATLAKES-SUPPLY,TIER_2_REGIONAL,154286.0,FULFILLED,,2025-12-05
PO-DIST-1509,2025-11-17,NA-Central,DIST-TEXAS-COMMERCIAL,TIER_1_STRATEGIC,218064.0,FULFILLED,,2025-11-30
PO-DIST-1510,2025-11-17,NA-West,DIST-PACIFIC-LOGISTICS,TIER_1_STRATEGIC,266961.0,FULFILLED,,2025-12-05
PO-DIST-1511,2025-11-17,NA-West,DIST-CAL-ENTERPRISE,TIER_1_STRATEGIC,227876.0,FULFILLED,,2025-12-05
PO-DIST-1512,2025-11-19,NA-East,DIST-APEX-EAST,TIER_1_STRATEGIC,475509.0,FULFILLED,,2025-11-29
PO-DIST-1513,2025-11-19,NA-East,DIST-MIDATL-SUPPLY,TIER_1_STRATEGIC,230241.0,SUBMITTED,,2025-12-03
PO-DIST-1514,2025-11-19,NA-East,DIST-EMPIRE-IND,TIER_1_STRATEGIC,309927.0,FULFILLED,,2025-12-05
PO-DIST-1515,2025-11-19,NA-East,DIST-COASTAL-WHOLESALE,TIER_2_REGIONAL,61289.0,FULFILLED,,2025-12-06
PO-DIST-1516,2025-11-19,NA-Central,DIST-MIDWEST-DIRECT,TIER_1_STRATEGIC,244557.0,FULFILLED,,2025-12-07
PO-DIST-1517,2025-11-19,NA-Central,DIST-GREATLAKES-SUPPLY,TIER_2_REGIONAL,70353.0,FULFILLED,,2025-12-06
PO-DIST-1518,2025-11-19,NA-Central,DIST-TEXAS-COMMERCIAL,TIER_1_STRATEGIC,335708.0,FULFILLED,,2025-12-02
PO-DIST-1519,2025-11-19,NA-West,DIST-PACIFIC-LOGISTICS,TIER_1_STRATEGIC,445737.0,FULFILLED,,2025-11-30
PO-DIST-1520,2025-11-19,NA-West,DIST-CAL-ENTERPRISE,TIER_1_STRATEGIC,205227.0,FULFILLED,,2025-12-10
PO-DIST-1521,2025-11-19,NA-West,DIST-MOUNTAIN-PARTS,TIER_2_REGIONAL,141740.0,FULFILLED,,2025-12-06
PO-DIST-1522,2025-11-21,NA-East,DIST-APEX-EAST,TIER_1_STRATEGIC,229293.0,FULFILLED,,2025-12-05
PO-DIST-1523,2025-11-21,NA-East,DIST-MIDATL-SUPPLY,TIER_1_STRATEGIC,266295.0,FULFILLED,,2025-12-05
PO-DIST-1524,2025-11-21,NA-East,DIST-EMPIRE-IND,TIER_1_STRATEGIC,204485.0,FULFILLED,,2025-12-02
PO-DIST-1525,2025-11-21,NA-East,DIST-COASTAL-WHOLESALE,TIER_2_REGIONAL,84667.0,FULFILLED,,2025-12-04
PO-DIST-1526,2025-11-21,NA-East,DIST-TRI-STATE-OPS,TIER_3_LOCAL,71669.0,SUBMITTED,,2025-12-03
PO-DIST-1527,2025-11-21,NA-Central,DIST-TEXAS-COMMERCIAL,TIER_1_STRATEGIC,230576.0,FULFILLED,,2025-12-04
PO-DIST-1528,2025-11-21,NA-West,DIST-PACIFIC-LOGISTICS,TIER_1_STRATEGIC,248008.0,FULFILLED,,2025-12-09
PO-DIST-1529,2025-11-24,NA-East,DIST-APEX-EAST,TIER_1_STRATEGIC,398644.0,FULFILLED,,2025-12-08
PO-DIST-1530,2025-11-24,NA-East,DIST-MIDATL-SUPPLY,TIER_1_STRATEGIC,367306.0,FULFILLED,,2025-12-06
PO-DIST-1531,2025-11-24,NA-East,DIST-EMPIRE-IND,TIER_1_STRATEGIC,250748.0,FULFILLED,,2025-12-04
PO-DIST-1532,2025-11-24,NA-Central,DIST-MIDWEST-DIRECT,TIER_1_STRATEGIC,305238.0,FULFILLED,,2025-12-08
PO-DIST-1533,2025-11-24,NA-Central,DIST-GREATLAKES-SUPPLY,TIER_2_REGIONAL,99428.0,SUBMITTED,,2025-12-15
PO-DIST-1534,2025-11-24,NA-Central,DIST-TEXAS-COMMERCIAL,TIER_1_STRATEGIC,351659.0,FULFILLED,,2025-12-08
PO-DIST-1535,2025-11-24,NA-West,DIST-PACIFIC-LOGISTICS,TIER_1_STRATEGIC,193701.0,FULFILLED,,2025-12-14
PO-DIST-1536,2025-11-24,NA-West,DIST-CAL-ENTERPRISE,TIER_1_STRATEGIC,425198.0,FULFILLED,,2025-12-05
PO-DIST-1537,2025-11-24,NA-West,DIST-MOUNTAIN-PARTS,TIER_2_REGIONAL,157975.0,FULFILLED,,2025-12-04
PO-DIST-1538,2025-11-26,NA-East,DIST-MIDATL-SUPPLY,TIER_1_STRATEGIC,214647.0,FULFILLED,,2025-12-10
PO-DIST-1539,2025-11-26,NA-East,DIST-EMPIRE-IND,TIER_1_STRATEGIC,394638.0,FULFILLED,,2025-12-15
PO-DIST-1540,2025-11-26,NA-Central,DIST-MIDWEST-DIRECT,TIER_1_STRATEGIC,181221.0,FULFILLED,,2025-12-10
PO-DIST-1541,2025-11-26,NA-West,DIST-PACIFIC-LOGISTICS,TIER_1_STRATEGIC,424695.0,FULFILLED,,2025-12-16
PO-DIST-1542,2025-11-26,NA-West,DIST-MOUNTAIN-PARTS,TIER_2_REGIONAL,81189.0,FULFILLED,,2025-12-11
PO-DIST-1543,2025-11-28,NA-East,DIST-APEX-EAST,TIER_1_STRATEGIC,300897.0,FULFILLED,,2025-12-09
PO-DIST-1544,2025-11-28,NA-East,DIST-MIDATL-SUPPLY,TIER_1_STRATEGIC,220812.0,FULFILLED,,2025-12-17
PO-DIST-1545,2025-11-28,NA-East,DIST-EMPIRE-IND,TIER_1_STRATEGIC,314536.0,FULFILLED,,2025-12-11
PO-DIST-1546,2025-11-28,NA-Central,DIST-MIDWEST-DIRECT,TIER_1_STRATEGIC,271676.0,FULFILLED,,2025-12-16
PO-DIST-1547,2025-11-28,NA-Central,DIST-TEXAS-COMMERCIAL,TIER_1_STRATEGIC,211905.0,FULFILLED,,2025-12-12
PO-DIST-1548,2025-11-28,NA-West,DIST-CAL-ENTERPRISE,TIER_1_STRATEGIC,268782.0,FULFILLED,,2025-12-08
PO-DIST-1549,2025-11-28,NA-West,DIST-MOUNTAIN-PARTS,TIER_2_REGIONAL,95302.0,FULFILLED,,2025-12-14
PO-DIST-1550,2025-12-01,NA-East,DIST-APEX-EAST,TIER_1_STRATEGIC,335618.0,FULFILLED,,2025-12-15
PO-DIST-1551,2025-12-01,NA-East,DIST-MIDATL-SUPPLY,TIER_1_STRATEGIC,345166.0,FULFILLED,,2025-12-20
PO-DIST-1552,2025-12-01,NA-East,DIST-EMPIRE-IND,TIER_1_STRATEGIC,430905.0,FULFILLED,,2025-12-17
PO-DIST-1553,2025-12-01,NA-East,DIST-COASTAL-WHOLESALE,TIER_2_REGIONAL,66045.0,FULFILLED,,2025-12-19
PO-DIST-1554,2025-12-01,NA-Central,DIST-MIDWEST-DIRECT,TIER_1_STRATEGIC,382409.0,FULFILLED,,2025-12-22
PO-DIST-1555,2025-12-01,NA-Central,DIST-GREATLAKES-SUPPLY,TIER_2_REGIONAL,145576.0,FULFILLED,,2025-12-14
PO-DIST-1556,2025-12-01,NA-Central,DIST-TEXAS-COMMERCIAL,TIER_1_STRATEGIC,383223.0,FULFILLED,,2025-12-16
PO-DIST-1557,2025-12-01,NA-West,DIST-CAL-ENTERPRISE,TIER_1_STRATEGIC,186028.0,FULFILLED,,2025-12-17
PO-DIST-1558,2025-12-01,NA-West,DIST-MOUNTAIN-PARTS,TIER_2_REGIONAL,103969.0,FULFILLED,,2025-12-14
PO-DIST-1559,2025-12-03,NA-East,DIST-APEX-EAST,TIER_1_STRATEGIC,306350.0,FULFILLED,,2025-12-18
PO-DIST-1560,2025-12-03,NA-East,DIST-MIDATL-SUPPLY,TIER_1_STRATEGIC,466479.0,FULFILLED,,2025-12-13
PO-DIST-1561,2025-12-03,NA-East,DIST-EMPIRE-IND,TIER_1_STRATEGIC,405219.0,FULFILLED,,2025-12-23
PO-DIST-1562,2025-12-03,NA-East,DIST-COASTAL-WHOLESALE,TIER_2_REGIONAL,71952.0,FULFILLED,,2025-12-24
PO-DIST-1563,2025-12-03,NA-East,DIST-SUNBELT-PARTS,TIER_2_REGIONAL,72123.0,FULFILLED,,2025-12-20
PO-DIST-1564,2025-12-03,NA-East,DIST-TRI-STATE-OPS,TIER_3_LOCAL,109534.0,FULFILLED,,2025-12-19
PO-DIST-1565,2025-12-03,NA-Central,DIST-MIDWEST-DIRECT,TIER_1_STRATEGIC,248371.0,FULFILLED,,2025-12-21
PO-DIST-1566,2025-12-03,NA-Central,DIST-GREATLAKES-SUPPLY,TIER_2_REGIONAL,125380.0,FULFILLED,,2025-12-18
PO-DIST-1567,2025-12-03,NA-Central,DIST-TEXAS-COMMERCIAL,TIER_1_STRATEGIC,295904.0,FULFILLED,,2025-12-23
PO-DIST-1568,2025-12-03,NA-West,DIST-PACIFIC-LOGISTICS,TIER_1_STRATEGIC,313787.0,FULFILLED,,2025-12-16
PO-DIST-1569,2025-12-03,NA-West,DIST-MOUNTAIN-PARTS,TIER_2_REGIONAL,152880.0,FULFILLED,,2025-12-14
PO-DIST-1570,2025-12-05,NA-East,DIST-MIDATL-SUPPLY,TIER_1_STRATEGIC,321230.0,FULFILLED,,2025-12-17
PO-DIST-1571,2025-12-05,NA-East,DIST-EMPIRE-IND,TIER_1_STRATEGIC,249816.0,FULFILLED,,2025-12-16
PO-DIST-1572,2025-12-05,NA-East,DIST-SUNBELT-PARTS,TIER_2_REGIONAL,99942.0,FULFILLED,,2025-12-17
PO-DIST-1573,2025-12-05,NA-East,DIST-TRI-STATE-OPS,TIER_3_LOCAL,70811.0,FULFILLED,,2025-12-22
PO-DIST-1574,2025-12-05,NA-Central,DIST-MIDWEST-DIRECT,TIER_1_STRATEGIC,316201.0,FULFILLED,,2025-12-17
