snapshot_id,snapshot_date,dc_location,region,sku_id,on_hand_units,available_units,required_demand_units,availability_percentage,stockout_status,reorder_in_transit_units
INV-SNAP-15491,2025-12-31,Atlanta-DC-01,NA-East,SKU-8821,3475,2827,2962,95.44,false,1500
INV-SNAP-15492,2025-12-31,Atlanta-DC-01,NA-East,SKU-4410,3275,2970,3071,96.71,false,3000
INV-SNAP-15493,2025-12-31,Atlanta-DC-01,NA-East,SKU-5520,3097,2751,2887,95.29,false,5000
INV-SNAP-15494,2025-12-31,Atlanta-DC-01,NA-East,SKU-9930,3711,3085,3251,94.89,false,5000
INV-SNAP-15495,2025-12-31,Atlanta-DC-01,NA-East,SKU-2205,3591,2945,3051,96.53,false,5000
INV-SNAP-15496,2025-12-31,Charlotte-DC-02,NA-East,SKU-8821,3282,2593,2668,97.19,false,3000
INV-SNAP-15497,2025-12-31,Charlotte-DC-02,NA-East,SKU-4410,3625,2980,3147,94.69,false,5000
INV-SNAP-15498,2025-12-31,Charlotte-DC-02,NA-East,SKU-5520,3286,2711,2837,95.56,false,0
INV-SNAP-15499,2025-12-31,Charlotte-DC-02,NA-East,SKU-9930,3379,3071,3184,96.45,false,0
INV-SNAP-15500,2025-12-31,Charlotte-DC-02,NA-East,SKU-2205,3679,3083,3211,96.01,false,1500
INV-SNAP-15501,2025-12-31,Chicago-DC-01,NA-Central,SKU-8821,3409,2949,3032,97.26,false,1500
INV-SNAP-15502,2025-12-31,Chicago-DC-01,NA-Central,SKU-4410,3664,3194,3374,94.67,false,1500
INV-SNAP-15503,2025-12-31,Chicago-DC-01,NA-Central,SKU-5520,3607,3040,3114,97.62,false,5000
INV-SNAP-15504,2025-12-31,Chicago-DC-01,NA-Central,SKU-9930,3403,3033,3108,97.59,false,0
INV-SNAP-15505,2025-12-31,Chicago-DC-01,NA-Central,SKU-2205,3211,2587,2736,94.55,false,0
INV-SNAP-15506,2025-12-31,Dallas-DC-02,NA-Central,SKU-8821,3487,2790,2871,97.18,false,3000
INV-SNAP-15507,2025-12-31,Dallas-DC-02,NA-Central,SKU-4410,3523,2828,2918,96.92,false,0
INV-SNAP-15508,2025-12-31,Dallas-DC-02,NA-Central,SKU-5520,3226,2591,2713,95.5,false,5000
INV-SNAP-15509,2025-12-31,Dallas-DC-02,NA-Central,SKU-9930,3583,3124,3277,95.33,false,3000
INV-SNAP-15510,2025-12-31,Dallas-DC-02,NA-Central,SKU-2205,3340,3025,3118,97.02,false,1500
INV-SNAP-15511,2025-12-31,Reno-DC-01,NA-West,SKU-8821,3511,2913,3088,94.33,false,3000
INV-SNAP-15512,2025-12-31,Reno-DC-01,NA-West,SKU-4410,3748,3097,3201,96.75,false,0
INV-SNAP-15513,2025-12-31,Reno-DC-01,NA-West,SKU-5520,3232,2866,2962,96.76,false,3000
INV-SNAP-15514,2025-12-31,Reno-DC-01,NA-West,SKU-9930,3291,2613,2749,95.05,false,5000
INV-SNAP-15515,2025-12-31,Reno-DC-01,NA-West,SKU-2205,3115,2737,2863,95.6,false,5000
INV-SNAP-15516,2025-12-31,Seattle-DC-02,NA-West,SKU-8821,3713,3025,3205,94.38,false,5000
INV-SNAP-15517,2025-12-31,Seattle-DC-02,NA-West,SKU-4410,3774,3100,3282,94.45,false,5000
INV-SNAP-15518,2025-12-31,Seattle-DC-02,NA-West,SKU-5520,3260,2677,2843,94.16,false,5000
INV-SNAP-15519,2025-12-31,Seattle-DC-02,NA-West,SKU-9930,3156,2637,2798,94.25,false,1500
INV-SNAP-15520,2025-12-31,Seattle-DC-02,NA-West,SKU-2205,3910,3240,3346,96.83,false,1500
INV-SNAP-15521,2026-01-01,Atlanta-DC-01,NA-East,SKU-8821,3071,2576,2732,94.29,false,3000
INV-SNAP-15522,2026-01-01,Atlanta-DC-01,NA-East,SKU-4410,3310,2909,2980,97.62,false,5000
INV-SNAP-15523,2026-01-01,Atlanta-DC-01,NA-East,SKU-5520,3307,3001,3120,96.19,false,5000
INV-SNAP-15524,2026-01-01,Atlanta-DC-01,NA-East,SKU-9930,3260,2765,2934,94.24,false,5000
INV-SNAP-15525,2026-01-01,Atlanta-DC-01,NA-East,SKU-2205,3120,2652,2768,95.81,false,0
INV-SNAP-15526,2026-01-01,Charlotte-DC-02,NA-East,SKU-8821,3273,2898,3028,95.71,false,1500
INV-SNAP-15527,2026-01-01,Charlotte-DC-02,NA-East,SKU-4410,3141,2729,2811,97.08,false,1500
INV-SNAP-15528,2026-01-01,Charlotte-DC-02,NA-East,SKU-5520,3611,3155,3348,94.24,false,1500
INV-SNAP-15529,2026-01-01,Charlotte-DC-02,NA-East,SKU-9930,3519,2964,3028,97.89,false,5000
INV-SNAP-15530,2026-01-01,Charlotte-DC-02,NA-East,SKU-2205,3617,3023,3109,97.23,false,1500
INV-SNAP-15531,2026-01-01,Chicago-DC-01,NA-Central,SKU-8821,3700,3060,3150,97.14,false,0
INV-SNAP-15532,2026-01-01,Chicago-DC-01,NA-Central,SKU-4410,3423,3016,3115,96.82,false,3000
INV-SNAP-15533,2026-01-01,Chicago-DC-01,NA-Central,SKU-5520,3367,3007,3125,96.22,false,3000
INV-SNAP-15534,2026-01-01,Chicago-DC-01,NA-Central,SKU-9930,3451,2869,2977,96.37,false,5000
INV-SNAP-15535,2026-01-01,Chicago-DC-01,NA-Central,SKU-2205,3019,2634,2705,97.38,false,1500
INV-SNAP-15536,2026-01-01,Dallas-DC-02,NA-Central,SKU-8821,3700,3109,3284,94.67,false,0
INV-SNAP-15537,2026-01-01,Dallas-DC-02,NA-Central,SKU-4410,3458,2814,2969,94.78,false,3000
INV-SNAP-15538,2026-01-01,Dallas-DC-02,NA-Central,SKU-5520,3094,2623,2769,94.73,false,0
INV-SNAP-15539,2026-01-01,Dallas-DC-02,NA-Central,SKU-9930,3103,2661,2818,94.43,false,5000
INV-SNAP-15540,2026-01-01,Dallas-DC-02,NA-Central,SKU-2205,3160,2696,2827,95.37,false,0
INV-SNAP-15541,2026-01-01,Reno-DC-01,NA-West,SKU-8821,3700,3024,3116,97.05,false,3000
INV-SNAP-15542,2026-01-01,Reno-DC-01,NA-West,SKU-4410,3372,2672,2786,95.91,false,5000
INV-SNAP-15543,2026-01-01,Reno-DC-01,NA-West,SKU-5520,3109,2662,2825,94.23,false,3000
INV-SNAP-15544,2026-01-01,Reno-DC-01,NA-West,SKU-9930,3722,3242,3316,97.77,false,5000
INV-SNAP-15545,2026-01-01,Reno-DC-01,NA-West,SKU-2205,3223,2588,2657,97.4,false,3000
INV-SNAP-15546,2026-01-01,Seattle-DC-02,NA-West,SKU-8821,3881,3222,3355,96.04,false,1500
INV-SNAP-15547,2026-01-01,Seattle-DC-02,NA-West,SKU-4410,3493,2982,3142,94.91,false,1500
INV-SNAP-15548,2026-01-01,Seattle-DC-02,NA-West,SKU-5520,3409,2909,3025,96.17,false,0
INV-SNAP-15549,2026-01-01,Seattle-DC-02,NA-West,SKU-9930,3304,2677,2806,95.4,false,0
INV-SNAP-15550,2026-01-01,Seattle-DC-02,NA-West,SKU-2205,3539,3013,3097,97.29,false,0
INV-SNAP-15551,2026-01-02,Atlanta-DC-01,NA-East,SKU-8821,3374,2875,3022,95.14,false,5000
INV-SNAP-15552,2026-01-02,Atlanta-DC-01,NA-East,SKU-4410,3174,2702,2772,97.47,false,0
INV-SNAP-15553,2026-01-02,Atlanta-DC-01,NA-East,SKU-5520,3281,2846,3020,94.24,false,5000
INV-SNAP-15554,2026-01-02,Atlanta-DC-01,NA-East,SKU-9930,3354,2776,2879,96.42,false,5000
INV-SNAP-15555,2026-01-02,Atlanta-DC-01,NA-East,SKU-2205,3430,3105,3195,97.18,false,3000
INV-SNAP-15556,2026-01-02,Charlotte-DC-02,NA-East,SKU-8821,3134,2591,2651,97.74,false,3000
INV-SNAP-15557,2026-01-02,Charlotte-DC-02,NA-East,SKU-4410,3664,3155,3237,97.47,false,5000
INV-SNAP-15558,2026-01-02,Charlotte-DC-02,NA-East,SKU-5520,3235,2620,2736,95.76,false,3000
INV-SNAP-15559,2026-01-02,Charlotte-DC-02,NA-East,SKU-9930,3419,2927,3098,94.48,false,5000
INV-SNAP-15560,2026-01-02,Charlotte-DC-02,NA-East,SKU-2205,3725,3138,3260,96.26,false,1500
INV-SNAP-15561,2026-01-02,Chicago-DC-01,NA-Central,SKU-8821,3528,3156,3227,97.8,false,0
INV-SNAP-15562,2026-01-02,Chicago-DC-01,NA-Central,SKU-4410,3497,2967,3157,93.98,false,0
INV-SNAP-15563,2026-01-02,Chicago-DC-01,NA-Central,SKU-5520,3250,2614,2709,96.49,false,5000
INV-SNAP-15564,2026-01-02,Chicago-DC-01,NA-Central,SKU-9930,3556,3078,3156,97.53,false,1500
INV-SNAP-15565,2026-01-02,Chicago-DC-01,NA-Central,SKU-2205,3379,2886,3005,96.04,false,3000
INV-SNAP-15566,2026-01-02,Dallas-DC-02,NA-Central,SKU-8821,3510,2993,3163,94.63,false,0
INV-SNAP-15567,2026-01-02,Dallas-DC-02,NA-Central,SKU-4410,3070,2716,2833,95.87,false,3000
INV-SNAP-15568,2026-01-02,Dallas-DC-02,NA-Central,SKU-5520,3427,2790,2880,96.88,false,0
INV-SNAP-15569,2026-01-02,Dallas-DC-02,NA-Central,SKU-9930,3341,2696,2839,94.96,false,5000
INV-SNAP-15570,2026-01-02,Dallas-DC-02,NA-Central,SKU-2205,3469,2971,3104,95.72,false,5000
INV-SNAP-15571,2026-01-02,Reno-DC-01,NA-West,SKU-8821,2961,2544,2605,97.66,false,0
INV-SNAP-15572,2026-01-02,Reno-DC-01,NA-West,SKU-4410,3491,2904,2968,97.84,false,5000
INV-SNAP-15573,2026-01-02,Reno-DC-01,NA-West,SKU-5520,3332,2798,2882,97.09,false,0
INV-SNAP-15574,2026-01-02,Reno-DC-01,NA-West,SKU-9930,2897,2465,2616,94.23,false,5000
INV-SNAP-15575,2026-01-02,Reno-DC-01,NA-West,SKU-2205,3382,2898,2974,97.44,false,0
INV-SNAP-15576,2026-01-02,Seattle-DC-02,NA-West,SKU-8821,3605,3016,3171,95.11,false,0
INV-SNAP-15577,2026-01-02,Seattle-DC-02,NA-West,SKU-4410,3349,2861,2926,97.78,false,5000
INV-SNAP-15578,2026-01-02,Seattle-DC-02,NA-West,SKU-5520,3316,2793,2925,95.49,false,1500
INV-SNAP-15579,2026-01-02,Seattle-DC-02,NA-West,SKU-9930,3228,2894,3046,95.01,false,5000
INV-SNAP-15580,2026-01-02,Seattle-DC-02,NA-West,SKU-2205,3497,2812,2935,95.81,false,3000
INV-SNAP-15581,2026-01-03,Atlanta-DC-01,NA-East,SKU-8821,3628,3094,3208,96.45,false,0
INV-SNAP-15582,2026-01-03,Atlanta-DC-01,NA-East,SKU-4410,3411,3072,3221,95.37,false,3000
INV-SNAP-15583,2026-01-03,Atlanta-DC-01,NA-East,SKU-5520,3409,3002,3073,97.69,false,3000
INV-SNAP-15584,2026-01-03,Atlanta-DC-01,NA-East,SKU-9930,3696,3041,3135,97.0,false,0
INV-SNAP-15585,2026-01-03,Atlanta-DC-01,NA-East,SKU-2205,2853,2547,2631,96.81,false,3000
INV-SNAP-15586,2026-01-03,Charlotte-DC-02,NA-East,SKU-8821,3469,3064,3206,95.57,false,3000
INV-SNAP-15587,2026-01-03,Charlotte-DC-02,NA-East,SKU-4410,3860,3196,3288,97.2,false,3000
INV-SNAP-15588,2026-01-03,Charlotte-DC-02,NA-East,SKU-5520,3160,2780,2939,94.59,false,1500
INV-SNAP-15589,2026-01-03,Charlotte-DC-02,NA-East,SKU-9930,3183,2616,2688,97.32,false,5000
INV-SNAP-15590,2026-01-03,Charlotte-DC-02,NA-East,SKU-2205,3364,2731,2864,95.36,false,0
INV-SNAP-15591,2026-01-03,Chicago-DC-01,NA-Central,SKU-8821,3284,2936,3012,97.48,false,5000
INV-SNAP-15592,2026-01-03,Chicago-DC-01,NA-Central,SKU-4410,3767,3282,3372,97.33,false,5000
INV-SNAP-15593,2026-01-03,Chicago-DC-01,NA-Central,SKU-5520,3450,3107,3183,97.61,false,5000
INV-SNAP-15594,2026-01-03,Chicago-DC-01,NA-Central,SKU-9930,3573,3133,3276,95.63,false,1500
INV-SNAP-15595,2026-01-03,Chicago-DC-01,NA-Central,SKU-2205,3071,2717,2805,96.86,false,5000
INV-SNAP-15596,2026-01-03,Dallas-DC-02,NA-Central,SKU-8821,3433,3107,3253,95.51,false,5000
INV-SNAP-15597,2026-01-03,Dallas-DC-02,NA-Central,SKU-4410,3301,2647,2799,94.57,false,1500
INV-SNAP-15598,2026-01-03,Dallas-DC-02,NA-Central,SKU-5520,3131,2640,2728,96.77,false,5000
INV-SNAP-15599,2026-01-03,Dallas-DC-02,NA-Central,SKU-9930,2958,2583,2667,96.85,false,3000
INV-SNAP-15600,2026-01-03,Dallas-DC-02,NA-Central,SKU-2205,3095,2570,2697,95.29,false,3000
INV-SNAP-15601,2026-01-03,Reno-DC-01,NA-West,SKU-8821,3568,2998,3133,95.69,false,0
INV-SNAP-15602,2026-01-03,Reno-DC-01,NA-West,SKU-4410,3580,3101,3206,96.72,false,5000
INV-SNAP-15603,2026-01-03,Reno-DC-01,NA-West,SKU-5520,3035,2644,2750,96.15,false,0
INV-SNAP-15604,2026-01-03,Reno-DC-01,NA-West,SKU-9930,3112,2518,2637,95.49,false,5000
INV-SNAP-15605,2026-01-03,Reno-DC-01,NA-West,SKU-2205,3337,2809,2875,97.7,false,1500
INV-SNAP-15606,2026-01-03,Seattle-DC-02,NA-West,SKU-8821,2890,2542,2630,96.65,false,0
INV-SNAP-15607,2026-01-03,Seattle-DC-02,NA-West,SKU-4410,3718,3025,3157,95.82,false,3000
INV-SNAP-15608,2026-01-03,Seattle-DC-02,NA-West,SKU-5520,3387,2884,2953,97.66,false,5000
INV-SNAP-15609,2026-01-03,Seattle-DC-02,NA-West,SKU-9930,3291,2656,2766,96.02,false,0
INV-SNAP-15610,2026-01-03,Seattle-DC-02,NA-West,SKU-2205,3062,2553,2624,97.29,false,0
INV-SNAP-15611,2026-01-04,Atlanta-DC-01,NA-East,SKU-8821,2980,2677,2844,94.13,false,5000
INV-SNAP-15612,2026-01-04,Atlanta-DC-01,NA-East,SKU-4410,3592,3011,3187,94.48,false,5000
INV-SNAP-15613,2026-01-04,Atlanta-DC-01,NA-East,SKU-5520,3287,2856,3032,94.2,false,5000
INV-SNAP-15614,2026-01-04,Atlanta-DC-01,NA-East,SKU-9930,3398,2790,2880,96.88,false,0
INV-SNAP-15615,2026-01-04,Atlanta-DC-01,NA-East,SKU-2205,3821,3130,3281,95.4,false,5000
INV-SNAP-15616,2026-01-04,Charlotte-DC-02,NA-East,SKU-8821,3516,2930,3061,95.72,false,0
INV-SNAP-15617,2026-01-04,Charlotte-DC-02,NA-East,SKU-4410,3405,2849,2983,95.51,false,0
INV-SNAP-15618,2026-01-04,Charlotte-DC-02,NA-East,SKU-5520,3526,3069,3241,94.69,false,5000
INV-SNAP-15619,2026-01-04,Charlotte-DC-02,NA-East,SKU-9930,3051,2705,2817,96.02,false,5000
INV-SNAP-15620,2026-01-04,Charlotte-DC-02,NA-East,SKU-2205,3598,3147,3275,96.09,false,3000
INV-SNAP-15621,2026-01-04,Chicago-DC-01,NA-Central,SKU-8821,3143,2563,2666,96.14,false,0
INV-SNAP-15622,2026-01-04,Chicago-DC-01,NA-Central,SKU-4410,3078,2706,2790,96.99,false,5000
INV-SNAP-15623,2026-01-04,Chicago-DC-01,NA-Central,SKU-5520,3846,3210,3352,95.76,false,3000
INV-SNAP-15624,2026-01-04,Chicago-DC-01,NA-Central,SKU-9930,3743,3216,3337,96.37,false,5000
INV-SNAP-15625,2026-01-04,Chicago-DC-01,NA-Central,SKU-2205,3680,2998,3163,94.78,false,1500
INV-SNAP-15626,2026-01-04,Dallas-DC-02,NA-Central,SKU-8821,3352,2781,2871,96.87,false,3000
INV-SNAP-15627,2026-01-04,Dallas-DC-02,NA-Central,SKU-4410,3855,3188,3303,96.52,false,0
INV-SNAP-15628,2026-01-04,Dallas-DC-02,NA-Central,SKU-5520,3019,2714,2862,94.83,false,5000
INV-SNAP-15629,2026-01-04,Dallas-DC-02,NA-Central,SKU-9930,3399,2861,2922,97.91,false,5000
INV-SNAP-15630,2026-01-04,Dallas-DC-02,NA-Central,SKU-2205,3768,3094,3230,95.79,false,3000
INV-SNAP-15631,2026-01-04,Reno-DC-01,NA-West,SKU-8821,3130,2684,2808,95.58,false,3000
INV-SNAP-15632,2026-01-04,Reno-DC-01,NA-West,SKU-4410,2978,2673,2800,95.46,false,0
INV-SNAP-15633,2026-01-04,Reno-DC-01,NA-West,SKU-5520,3577,3017,3161,95.44,false,1500
INV-SNAP-15634,2026-01-04,Reno-DC-01,NA-West,SKU-9930,3196,2594,2651,97.85,false,1500
INV-SNAP-15635,2026-01-04,Reno-DC-01,NA-West,SKU-2205,3714,3018,3167,95.3,false,1500
INV-SNAP-15636,2026-01-04,Seattle-DC-02,NA-West,SKU-8821,3413,2912,3029,96.14,false,1500
INV-SNAP-15637,2026-01-04,Seattle-DC-02,NA-West,SKU-4410,3499,2972,3066,96.93,false,1500
INV-SNAP-15638,2026-01-04,Seattle-DC-02,NA-West,SKU-5520,3839,3141,3234,97.12,false,5000
INV-SNAP-15639,2026-01-04,Seattle-DC-02,NA-West,SKU-9930,3127,2802,2881,97.26,false,0
INV-SNAP-15640,2026-01-04,Seattle-DC-02,NA-West,SKU-2205,3228,2566,2673,96.0,false,1500
INV-SNAP-15641,2026-01-05,Atlanta-DC-01,NA-East,SKU-8821,3189,2805,2871,97.7,false,3000
INV-SNAP-15642,2026-01-05,Atlanta-DC-01,NA-East,SKU-4410,2904,2570,2663,96.51,false,5000
INV-SNAP-15643,2026-01-05,Atlanta-DC-01,NA-East,SKU-5520,2848,2538,2623,96.76,false,1500
INV-SNAP-15644,2026-01-05,Atlanta-DC-01,NA-East,SKU-9930,3605,3199,3355,95.35,false,0
INV-SNAP-15645,2026-01-05,Atlanta-DC-01,NA-East,SKU-2205,3593,2998,3107,96.49,false,5000
INV-SNAP-15646,2026-01-05,Charlotte-DC-02,NA-East,SKU-8821,3860,3248,3320,97.83,false,3000
INV-SNAP-15647,2026-01-05,Charlotte-DC-02,NA-East,SKU-4410,3292,2842,3004,94.61,false,3000
INV-SNAP-15648,2026-01-05,Charlotte-DC-02,NA-East,SKU-5520,3106,2775,2917,95.13,false,3000
INV-SNAP-15649,2026-01-05,Charlotte-DC-02,NA-East,SKU-9930,3508,2895,2991,96.79,false,3000
INV-SNAP-15650,2026-01-05,Charlotte-DC-02,NA-East,SKU-2205,3579,2968,3100,95.74,false,5000
INV-SNAP-15651,2026-01-05,Chicago-DC-01,NA-Central,SKU-8821,3594,2922,3081,94.84,false,0
INV-SNAP-15652,2026-01-05,Chicago-DC-01,NA-Central,SKU-4410,3314,2718,2825,96.21,false,3000
INV-SNAP-15653,2026-01-05,Chicago-DC-01,NA-Central,SKU-5520,3108,2758,2932,94.07,false,0
INV-SNAP-15654,2026-01-05,Chicago-DC-01,NA-Central,SKU-9930,3871,3280,3389,96.78,false,3000
INV-SNAP-15655,2026-01-05,Chicago-DC-01,NA-Central,SKU-2205,3634,3228,3350,96.36,false,5000
INV-SNAP-15656,2026-01-05,Dallas-DC-02,NA-Central,SKU-8821,3730,3130,3293,95.05,false,3000
INV-SNAP-15657,2026-01-05,Dallas-DC-02,NA-Central,SKU-4410,3273,2952,3118,94.68,false,1500
INV-SNAP-15658,2026-01-05,Dallas-DC-02,NA-Central,SKU-5520,3540,3075,3214,95.68,false,1500
INV-SNAP-15659,2026-01-05,Dallas-DC-02,NA-Central,SKU-9930,3472,3053,3205,95.26,false,3000
INV-SNAP-15660,2026-01-05,Dallas-DC-02,NA-Central,SKU-2205,3489,2825,2984,94.67,false,5000
INV-SNAP-15661,2026-01-05,Reno-DC-01,NA-West,SKU-8821,3402,2744,2865,95.78,false,1500
INV-SNAP-15662,2026-01-05,Reno-DC-01,NA-West,SKU-4410,3534,3001,3063,97.98,false,0
INV-SNAP-15663,2026-01-05,Reno-DC-01,NA-West,SKU-5520,3501,3178,3311,95.98,false,1500
INV-SNAP-15664,2026-01-05,Reno-DC-01,NA-West,SKU-9930,3146,2646,2799,94.53,false,5000
INV-SNAP-15665,2026-01-05,Reno-DC-01,NA-West,SKU-2205,3189,2623,2737,95.83,false,0
INV-SNAP-15666,2026-01-05,Seattle-DC-02,NA-West,SKU-8821,3359,2679,2771,96.68,false,1500
INV-SNAP-15667,2026-01-05,Seattle-DC-02,NA-West,SKU-4410,3078,2548,2676,95.22,false,3000
INV-SNAP-15668,2026-01-05,Seattle-DC-02,NA-West,SKU-5520,3697,3198,3336,95.86,false,3000
INV-SNAP-15669,2026-01-05,Seattle-DC-02,NA-West,SKU-9930,3597,3129,3214,97.36,false,1500
INV-SNAP-15670,2026-01-05,Seattle-DC-02,NA-West,SKU-2205,3504,3179,3356,94.73,false,5000
INV-SNAP-15671,2026-01-06,Atlanta-DC-01,NA-East,SKU-8821,3120,2805,2889,97.09,false,3000
INV-SNAP-15672,2026-01-06,Atlanta-DC-01,NA-East,SKU-4410,3466,3090,3239,95.4,false,1500
INV-SNAP-15673,2026-01-06,Atlanta-DC-01,NA-East,SKU-5520,3683,3266,3399,96.09,false,1500
INV-SNAP-15674,2026-01-06,Atlanta-DC-01,NA-East,SKU-9930,3662,3079,3199,96.25,false,0
INV-SNAP-15675,2026-01-06,Atlanta-DC-01,NA-East,SKU-2205,3846,3216,3399,94.62,false,0
INV-SNAP-15676,2026-01-06,Charlotte-DC-02,NA-East,SKU-8821,3142,2685,2840,94.54,false,3000
INV-SNAP-15677,2026-01-06,Charlotte-DC-02,NA-East,SKU-4410,3716,3032,3166,95.77,false,3000
INV-SNAP-15678,2026-01-06,Charlotte-DC-02,NA-East,SKU-5520,3562,3108,3286,94.58,false,0
INV-SNAP-15679,2026-01-06,Charlotte-DC-02,NA-East,SKU-9930,3619,3065,3195,95.93,false,5000
INV-SNAP-15680,2026-01-06,Charlotte-DC-02,NA-East,SKU-2205,3587,3104,3243,95.71,false,1500
INV-SNAP-15681,2026-01-06,Chicago-DC-01,NA-Central,SKU-8821,3441,2955,3020,97.85,false,3000
INV-SNAP-15682,2026-01-06,Chicago-DC-01,NA-Central,SKU-4410,3932,3280,3355,97.76,false,0
INV-SNAP-15683,2026-01-06,Chicago-DC-01,NA-Central,SKU-5520,2901,2597,2736,94.92,false,3000
INV-SNAP-15684,2026-01-06,Chicago-DC-01,NA-Central,SKU-9930,3214,2760,2906,94.98,false,3000
INV-SNAP-15685,2026-01-06,Chicago-DC-01,NA-Central,SKU-2205,3318,2633,2753,95.64,false,3000
INV-SNAP-15686,2026-01-06,Dallas-DC-02,NA-Central,SKU-8821,3224,2808,2968,94.61,false,1500
INV-SNAP-15687,2026-01-06,Dallas-DC-02,NA-Central,SKU-4410,3585,3105,3227,96.22,false,3000
INV-SNAP-15688,2026-01-06,Dallas-DC-02,NA-Central,SKU-5520,3268,2694,2854,94.39,false,1500
INV-SNAP-15689,2026-01-06,Dallas-DC-02,NA-Central,SKU-9930,3472,2921,2983,97.92,false,3000
INV-SNAP-15690,2026-01-06,Dallas-DC-02,NA-Central,SKU-2205,3581,3064,3148,97.33,false,1500
INV-SNAP-15691,2026-01-06,Reno-DC-01,NA-West,SKU-8821,3732,3100,3254,95.27,false,1500
INV-SNAP-15692,2026-01-06,Reno-DC-01,NA-West,SKU-4410,3659,3087,3178,97.14,false,3000
INV-SNAP-15693,2026-01-06,Reno-DC-01,NA-West,SKU-5520,3776,3156,3283,96.13,false,1500
INV-SNAP-15694,2026-01-06,Reno-DC-01,NA-West,SKU-9930,3523,3178,3261,97.45,false,3000
INV-SNAP-15695,2026-01-06,Reno-DC-01,NA-West,SKU-2205,3424,2780,2902,95.8,false,3000
INV-SNAP-15696,2026-01-06,Seattle-DC-02,NA-West,SKU-8821,3735,3234,3372,95.91,false,3000
INV-SNAP-15697,2026-01-06,Seattle-DC-02,NA-West,SKU-4410,3309,2921,3105,94.07,false,5000
INV-SNAP-15698,2026-01-06,Seattle-DC-02,NA-West,SKU-5520,3561,3222,3388,95.1,false,3000
INV-SNAP-15699,2026-01-06,Seattle-DC-02,NA-West,SKU-9930,3255,2567,2709,94.76,false,3000
INV-SNAP-15700,2026-01-06,Seattle-DC-02,NA-West,SKU-2205,3005,2567,2649,96.9,false,3000
INV-SNAP-15701,2026-01-07,Atlanta-DC-01,NA-East,SKU-8821,3612,3068,3138,97.77,false,0
INV-SNAP-15702,2026-01-07,Atlanta-DC-01,NA-East,SKU-4410,3240,2656,2768,95.95,false,0
INV-SNAP-15703,2026-01-07,Atlanta-DC-01,NA-East,SKU-5520,3467,3015,3133,96.23,false,5000
INV-SNAP-15704,2026-01-07,Atlanta-DC-01,NA-East,SKU-9930,2929,2605,2678,97.27,false,3000
INV-SNAP-15705,2026-01-07,Atlanta-DC-01,NA-East,SKU-2205,3549,2861,2974,96.2,false,5000
INV-SNAP-15706,2026-01-07,Charlotte-DC-02,NA-East,SKU-8821,3005,2679,2741,97.74,false,5000
INV-SNAP-15707,2026-01-07,Charlotte-DC-02,NA-East,SKU-4410,3361,2966,3086,96.11,false,3000
INV-SNAP-15708,2026-01-07,Charlotte-DC-02,NA-East,SKU-5520,3534,3047,3180,95.82,false,5000
INV-SNAP-15709,2026-01-07,Charlotte-DC-02,NA-East,SKU-9930,3434,2781,2941,94.56,false,3000
INV-SNAP-15710,2026-01-07,Charlotte-DC-02,NA-East,SKU-2205,3458,3071,3154,97.37,false,1500
INV-SNAP-15711,2026-01-07,Chicago-DC-01,NA-Central,SKU-8821,3454,2828,2916,96.98,false,5000
INV-SNAP-15712,2026-01-07,Chicago-DC-01,NA-Central,SKU-4410,3487,3141,3247,96.74,false,0
INV-SNAP-15713,2026-01-07,Chicago-DC-01,NA-Central,SKU-5520,3441,2954,3078,95.97,false,1500
INV-SNAP-15714,2026-01-07,Chicago-DC-01,NA-Central,SKU-9930,3677,3186,3283,97.05,false,3000
INV-SNAP-15715,2026-01-07,Chicago-DC-01,NA-Central,SKU-2205,3462,3004,3118,96.34,false,1500
INV-SNAP-15716,2026-01-07,Dallas-DC-02,NA-Central,SKU-8821,3065,2672,2776,96.25,false,3000
INV-SNAP-15717,2026-01-07,Dallas-DC-02,NA-Central,SKU-4410,3762,3312,3387,97.79,false,1500
INV-SNAP-15718,2026-01-07,Dallas-DC-02,NA-Central,SKU-5520,3007,2615,2705,96.67,false,0
INV-SNAP-15719,2026-01-07,Dallas-DC-02,NA-Central,SKU-9930,2968,2609,2711,96.24,false,1500
INV-SNAP-15720,2026-01-07,Dallas-DC-02,NA-Central,SKU-2205,3125,2599,2711,95.87,false,5000
INV-SNAP-15721,2026-01-07,Reno-DC-01,NA-West,SKU-8821,3134,2744,2867,95.71,false,5000
INV-SNAP-15722,2026-01-07,Reno-DC-01,NA-West,SKU-4410,3403,3055,3244,94.17,false,1500
INV-SNAP-15723,2026-01-07,Reno-DC-01,NA-West,SKU-5520,3311,2855,2940,97.11,false,3000
INV-SNAP-15724,2026-01-07,Reno-DC-01,NA-West,SKU-9930,3237,2626,2732,96.12,false,1500
INV-SNAP-15725,2026-01-07,Reno-DC-01,NA-West,SKU-2205,3307,2780,2839,97.92,false,3000
INV-SNAP-15726,2026-01-07,Seattle-DC-02,NA-West,SKU-8821,3397,2859,2939,97.28,false,3000
INV-SNAP-15727,2026-01-07,Seattle-DC-02,NA-West,SKU-4410,3276,2727,2886,94.49,false,0
INV-SNAP-15728,2026-01-07,Seattle-DC-02,NA-West,SKU-5520,3487,3123,3270,95.5,false,0
INV-SNAP-15729,2026-01-07,Seattle-DC-02,NA-West,SKU-9930,3612,3240,3361,96.4,false,0
